financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2009-10,VIC,Dental services,Government,131
2009-10,VIC,Dental services,Non-government,1605
2009-10,VIC,Dental services,Non-government,15
2009-10,VIC,Dental services,Non-government,211
2009-10,VIC,Medical expense tax rebate,Government,148
2009-10,VIC,Medical expense tax rebate,Non-government,-148
2009-10,VIC,Medical services,Government,4264
2009-10,VIC,Medical services,Non-government,607
2009-10,VIC,Medical services,Non-government,158
2009-10,VIC,Medical services,Non-government,269
2009-10,VIC,Other health practitioners,Government,369
2009-10,VIC,Other health practitioners,Non-government,586
2009-10,VIC,Other health practitioners,Non-government,93
2009-10,VIC,Other health practitioners,Non-government,114
2009-10,VIC,Patient transport services,Government,48
2009-10,VIC,Patient transport services,Government,331
2009-10,VIC,Patient transport services,Non-government,227
2009-10,VIC,Patient transport services,Non-government,28
2009-10,VIC,Patient transport services,Non-government,18
2009-10,VIC,Private hospitals,Government,850
2009-10,VIC,Private hospitals,Government,76
2009-10,VIC,Private hospitals,Non-government,385
2009-10,VIC,Private hospitals,Non-government,168
2009-10,VIC,Private hospitals,Non-government,1204
2009-10,VIC,Public health,Government,235
2009-10,VIC,Public health,Government,181
2009-10,VIC,Public health,Non-government,24
2009-10,VIC,Public hospitals,Government,3386
2009-10,VIC,Public hospitals,Government,4693
2009-10,VIC,Public hospitals,Non-government,356
2009-10,VIC,Public hospitals,Non-government,365
2009-10,VIC,Public hospitals,Non-government,147
2009-10,VIC,Research,Government,1107
2009-10,VIC,Research,Government,225
2009-10,VIC,Research,Non-government,103
2009-10,QLD,Administration,Government,326
2009-10,QLD,Administration,Government,145
2009-10,QLD,Administration,Non-government,193
2009-10,QLD,Aids and appliances,Government,110
2009-10,QLD,Aids and appliances,Non-government,453
2009-10,QLD,Aids and appliances,Non-government,4
2009-10,QLD,Aids and appliances,Non-government,73
2009-10,QLD,All other medications,Government,74
2009-10,QLD,All other medications,Non-government,1331
2009-10,QLD,All other medications,Non-government,8
2009-10,QLD,All other medications,Non-government,11
2009-10,QLD,Benefit-paid pharmaceuticals,Government,1575
2009-10,QLD,Benefit-paid pharmaceuticals,Non-government,302
2009-10,QLD,Capital expenditure,Government,22
2009-10,QLD,Capital expenditure,Government,1109
2009-10,QLD,Capital expenditure,Non-government,567
2009-10,QLD,Community health,Government,193
2009-10,QLD,Community health,Government,1434
2009-10,QLD,Community health,Non-government,12
2009-10,QLD,Community health,Non-government,17
2009-10,QLD,Community health,Non-government,0
2009-10,QLD,Dental services,Government,195
2009-10,QLD,Dental services,Government,168
2009-10,QLD,Dental services,Non-government,556
2009-10,QLD,Dental services,Non-government,3
2009-10,QLD,Dental services,Non-government,219
2009-10,QLD,Medical expense tax rebate,Government,106
2009-10,QLD,Medical expense tax rebate,Non-government,-106
2009-10,QLD,Medical services,Government,3349
2009-10,QLD,Medical services,Non-government,558
2009-10,QLD,Medical services,Non-government,117
2009-10,QLD,Medical services,Non-government,197
2009-10,QLD,Other health practitioners,Government,288
2009-10,QLD,Other health practitioners,Non-government,374
2009-10,QLD,Other health practitioners,Non-government,53
2009-10,QLD,Other health practitioners,Non-government,104
2009-10,QLD,Patient transport services,Government,57
2009-10,QLD,Patient transport services,Government,556
2009-10,QLD,Patient transport services,Non-government,0
2009-10,QLD,Patient transport services,Non-government,10
2009-10,QLD,Patient transport services,Non-government,0
2009-10,QLD,Private hospitals,Government,898
2009-10,QLD,Private hospitals,Government,25
2009-10,QLD,Private hospitals,Non-government,273
2009-10,QLD,Private hospitals,Non-government,161
2009-10,QLD,Private hospitals,Non-government,1070
2009-10,QLD,Public health,Government,194
2009-10,QLD,Public health,Government,226
2009-10,QLD,Public health,Non-government,13
2009-10,QLD,Public health,Non-government,25
2009-10,QLD,Public hospitals,Government,2731
2009-10,QLD,Public hospitals,Government,4286
2009-10,QLD,Public hospitals,Non-government,266
2009-10,QLD,Public hospitals,Non-government,159
2009-10,QLD,Public hospitals,Non-government,41
2009-10,QLD,Research,Government,373
2009-10,QLD,Research,Government,203
2009-10,QLD,Research,Non-government,35
2009-10,WA,Administration,Government,161
2009-10,WA,Administration,Government,22
2009-10,WA,Administration,Non-government,0
2009-10,WA,Administration,Non-government,0
2009-10,WA,Administration,Non-government,105
2009-10,WA,Aids and appliances,Government,57
2009-10,WA,Aids and appliances,Non-government,447
2009-10,WA,Aids and appliances,Non-government,7
2009-10,WA,Aids and appliances,Non-government,41
2009-10,WA,All other medications,Government,37
2009-10,WA,All other medications,Non-government,626
2009-10,WA,All other medications,Non-government,18
2009-10,WA,All other medications,Non-government,5
2009-10,WA,Benefit-paid pharmaceuticals,Government,703
2009-10,WA,Benefit-paid pharmaceuticals,Non-government,146
2009-10,WA,Capital expenditure,Government,13
2009-10,WA,Capital expenditure,Government,489
2009-10,WA,Capital expenditure,Non-government,163
2009-10,WA,Community health,Government,122
2009-10,WA,Community health,Government,581
2009-10,WA,Community health,Non-government,14
2009-10,WA,Community health,Non-government,5
2009-10,WA,Community health,Non-government,0
2009-10,WA,Dental services,Government,89
2009-10,WA,Dental services,Government,66
2009-10,WA,Dental services,Non-government,545
2009-10,WA,Dental services,Non-government,4
2009-10,WA,Dental services,Non-government,153
2009-10,WA,Medical expense tax rebate,Government,27
2009-10,WA,Medical expense tax rebate,Non-government,-27
2009-10,WA,Medical services,Government,1500
2009-10,WA,Medical services,Non-government,282
2009-10,WA,Medical services,Non-government,101
2009-10,WA,Medical services,Non-government,112
2009-10,WA,Other health practitioners,Government,135
2009-10,WA,Other health practitioners,Non-government,80
2009-10,WA,Other health practitioners,Non-government,24
2009-10,WA,Other health practitioners,Non-government,57
2009-10,WA,Patient transport services,Government,34
2009-10,WA,Patient transport services,Government,122
2009-10,WA,Patient transport services,Non-government,0
2009-10,WA,Patient transport services,Non-government,8
2009-10,WA,Patient transport services,Non-government,14
2009-10,WA,Private hospitals,Government,370
2009-10,WA,Private hospitals,Government,275
2009-10,WA,Private hospitals,Non-government,198
2009-10,WA,Private hospitals,Non-government,37
2009-10,WA,Private hospitals,Non-government,523
2009-10,WA,Public health,Government,99
2009-10,WA,Public health,Government,98
2009-10,WA,Public health,Non-government,5
2009-10,WA,Public health,Non-government,11
2009-10,WA,Public hospitals,Government,1416
2009-10,WA,Public hospitals,Government,1932
2009-10,WA,Public hospitals,Non-government,118
2009-10,WA,Public hospitals,Non-government,49
2009-10,WA,Public hospitals,Non-government,53
2009-10,WA,Research,Government,272
2009-10,WA,Research,Government,69
2009-10,WA,Research,Non-government,0
2009-10,WA,Research,Non-government,18
2009-10,SA,Administration,Government,128
2009-10,SA,Administration,Government,284
2009-10,SA,Administration,Non-government,0
2009-10,SA,Administration,Non-government,19
2009-10,SA,Administration,Non-government,76
2009-10,SA,Aids and appliances,Government,46
2009-10,SA,Aids and appliances,Non-government,142
2009-10,SA,Aids and appliances,Non-government,11
2009-10,SA,Aids and appliances,Non-government,33
2009-10,SA,All other medications,Government,33
2009-10,SA,All other medications,Non-government,422
2009-10,SA,All other medications,Non-government,6
2009-10,SA,All other medications,Non-government,4
2009-10,SA,Benefit-paid pharmaceuticals,Government,677
2009-10,SA,Benefit-paid pharmaceuticals,Non-government,123
2009-10,SA,Capital expenditure,Government,14
2009-10,SA,Capital expenditure,Government,265
2009-10,SA,Capital expenditure,Non-government,55
2009-10,SA,Community health,Government,73
2009-10,SA,Community health,Government,457
2009-10,SA,Community health,Non-government,39
2009-10,SA,Community health,Non-government,11
2009-10,SA,Community health,Non-government,0
2009-10,SA,Dental services,Government,101
2009-10,SA,Dental services,Government,53
2009-10,SA,Dental services,Non-government,168
2009-10,SA,Dental services,Non-government,2
2009-10,SA,Dental services,Non-government,100
2009-10,SA,Medical expense tax rebate,Government,50
2009-10,SA,Medical expense tax rebate,Non-government,-50
2009-10,SA,Medical services,Government,1286
2009-10,SA,Medical services,Non-government,136
2009-10,SA,Medical services,Non-government,110
2009-10,SA,Medical services,Non-government,90
2009-10,SA,Other health practitioners,Government,114
2009-10,SA,Other health practitioners,Non-government,42
2009-10,SA,Other health practitioners,Non-government,35
2009-10,SA,Other health practitioners,Non-government,57
2009-10,SA,Patient transport services,Government,23
2009-10,SA,Patient transport services,Government,147
2009-10,SA,Patient transport services,Non-government,68
2009-10,SA,Patient transport services,Non-government,13
2009-10,SA,Patient transport services,Non-government,13
2009-10,SA,Private hospitals,Government,232
2009-10,SA,Private hospitals,Government,5
2009-10,SA,Private hospitals,Non-government,72
2009-10,SA,Private hospitals,Non-government,25
2009-10,SA,Private hospitals,Non-government,352
2009-10,SA,Public health,Government,71
2009-10,SA,Public health,Government,111
2009-10,SA,Public health,Non-government,1
2009-10,SA,Public health,Non-government,10
2009-10,SA,Public hospitals,Government,1183
2009-10,SA,Public hospitals,Government,1697
2009-10,SA,Public hospitals,Non-government,64
2009-10,SA,Public hospitals,Non-government,52
2009-10,SA,Public hospitals,Non-government,44
2009-10,SA,Research,Government,293
2009-10,SA,Research,Government,30
2009-10,SA,Research,Non-government,0
2009-10,SA,Research,Non-government,14
2009-10,TAS,Administration,Government,46
2009-10,TAS,Administration,Non-government,23
2009-10,TAS,Aids and appliances,Government,14
2009-10,TAS,Aids and appliances,Non-government,52
2009-10,TAS,Aids and appliances,Non-government,2
2009-10,TAS,Aids and appliances,Non-government,10
2009-10,TAS,All other medications,Government,10
2009-10,TAS,All other medications,Non-government,141
2009-10,TAS,All other medications,Non-government,2
2009-10,TAS,All other medications,Non-government,2
2009-10,TAS,Benefit-paid pharmaceuticals,Government,216
2009-10,TAS,Benefit-paid pharmaceuticals,Non-government,39
2009-10,TAS,Capital expenditure,Government,6
2009-10,TAS,Capital expenditure,Government,35
2009-10,TAS,Capital expenditure,Non-government,27
2009-10,TAS,Community health,Government,19
2009-10,TAS,Community health,Government,130
2009-10,TAS,Community health,Non-government,0
2009-10,TAS,Community health,Non-government,1
2009-10,TAS,Community health,Non-government,0
2009-10,TAS,Dental services,Government,15
2009-10,TAS,Dental services,Government,27
2009-10,TAS,Dental services,Non-government,65
2009-10,TAS,Dental services,Non-government,0
2009-10,TAS,Dental services,Non-government,21
2009-10,TAS,Medical expense tax rebate,Government,7
2009-10,TAS,Medical expense tax rebate,Non-government,-7
2009-10,TAS,Medical services,Government,413
2009-10,TAS,Medical services,Non-government,55
2009-10,TAS,Medical services,Non-government,17
2009-10,TAS,Medical services,Non-government,23
2009-10,TAS,Other health practitioners,Government,35
2009-10,TAS,Other health practitioners,Non-government,29
2009-10,TAS,Other health practitioners,Non-government,10
2009-10,TAS,Other health practitioners,Non-government,10
2009-10,TAS,Patient transport services,Government,5
2009-10,TAS,Patient transport services,Government,52
2009-10,TAS,Patient transport services,Non-government,2
2009-10,TAS,Patient transport services,Non-government,1
2009-10,TAS,Patient transport services,Non-government,0
2009-10,TAS,Private hospitals,Government,81
2009-10,TAS,Private hospitals,Government,13
2009-10,TAS,Private hospitals,Non-government,7
2009-10,TAS,Private hospitals,Non-government,15
2009-10,TAS,Private hospitals,Non-government,115
2009-10,TAS,Public health,Government,31
2009-10,TAS,Public health,Government,29
2009-10,TAS,Public health,Non-government,3
2009-10,TAS,Public hospitals,Government,421
2009-10,TAS,Public hospitals,Government,373
2009-10,TAS,Public hospitals,Non-government,0
2009-10,TAS,Public hospitals,Non-government,10
2009-10,TAS,Public hospitals,Non-government,15
2009-10,TAS,Research,Government,55
2009-10,TAS,Research,Government,14
2009-10,TAS,Research,Non-government,3
2009-10,ACT,Administration,Government,63
2009-10,ACT,Administration,Non-government,13
2009-10,ACT,Aids and appliances,Government,8
2009-10,ACT,Aids and appliances,Non-government,20
2009-10,ACT,Aids and appliances,Non-government,1
2009-10,ACT,Aids and appliances,Non-government,6
2009-10,ACT,All other medications,Government,6
2009-10,ACT,All other medications,Non-government,74
2009-10,ACT,All other medications,Non-government,2
2009-10,ACT,All other medications,Non-government,1
2009-10,ACT,Benefit-paid pharmaceuticals,Government,99
2009-10,ACT,Benefit-paid pharmaceuticals,Non-government,24
2009-10,ACT,Capital expenditure,Government,4
2009-10,ACT,Capital expenditure,Government,80
2009-10,ACT,Capital expenditure,Non-government,15
2009-10,ACT,Community health,Government,11
2009-10,ACT,Community health,Government,146
2009-10,ACT,Community health,Non-government,0
2009-10,ACT,Community health,Non-government,0
2009-10,ACT,Dental services,Government,14
2009-10,ACT,Dental services,Government,11
2009-10,ACT,Dental services,Non-government,71
2009-10,ACT,Dental services,Non-government,0
2009-10,ACT,Dental services,Non-government,19
2009-10,ACT,Medical expense tax rebate,Government,3
2009-10,ACT,Medical expense tax rebate,Non-government,-3
2009-10,ACT,Medical services,Government,220
2009-10,ACT,Medical services,Non-government,74
2009-10,ACT,Medical services,Non-government,8
2009-10,ACT,Medical services,Non-government,10
2009-10,ACT,Other health practitioners,Government,28
2009-10,ACT,Other health practitioners,Non-government,30
2009-10,ACT,Other health practitioners,Non-government,9
2009-10,ACT,Other health practitioners,Non-government,8
2009-10,ACT,Patient transport services,Government,5
2009-10,ACT,Patient transport services,Government,23
2009-10,ACT,Patient transport services,Non-government,0
2009-10,ACT,Patient transport services,Non-government,1
2009-10,ACT,Patient transport services,Non-government,11
2009-10,ACT,Private hospitals,Government,41
2009-10,ACT,Private hospitals,Government,0
2009-10,ACT,Private hospitals,Non-government,27
2009-10,ACT,Private hospitals,Non-government,7
2009-10,ACT,Private hospitals,Non-government,55
2009-10,ACT,Public health,Government,18
2009-10,ACT,Public health,Government,29
2009-10,ACT,Public health,Non-government,6
2009-10,ACT,Public hospitals,Government,219
2009-10,ACT,Public hospitals,Government,551
2009-10,ACT,Public hospitals,Non-government,0
2009-10,ACT,Public hospitals,Non-government,7
2009-10,ACT,Public hospitals,Non-government,10
2009-10,ACT,Research,Government,180
2009-10,ACT,Research,Government,28
2009-10,ACT,Research,Non-government,5
2009-10,NT,Administration,Government,36
2009-10,NT,Administration,Non-government,4
2009-10,NT,Aids and appliances,Government,4
2009-10,NT,Aids and appliances,Non-government,15
2009-10,NT,Aids and appliances,Non-government,1
2009-10,NT,Aids and appliances,Non-government,3
2009-10,NT,All other medications,Government,7
2009-10,NT,All other medications,Non-government,33
2009-10,NT,All other medications,Non-government,0
2009-10,NT,All other medications,Non-government,0
2009-10,NT,Benefit-paid pharmaceuticals,Government,50
2009-10,NT,Benefit-paid pharmaceuticals,Non-government,7
2009-10,NT,Capital expenditure,Government,10
2009-10,NT,Capital expenditure,Government,43
2009-10,NT,Capital expenditure,Non-government,7
2009-10,NT,Community health,Government,164
2009-10,NT,Community health,Government,175
2009-10,NT,Community health,Non-government,0
2009-10,NT,Community health,Non-government,0
2009-10,NT,Dental services,Government,3
2009-10,NT,Dental services,Government,3
2009-10,NT,Dental services,Non-government,55
2009-10,NT,Dental services,Non-government,0
2009-10,NT,Dental services,Non-government,6
2009-10,NT,Medical expense tax rebate,Government,18
2009-10,NT,Medical expense tax rebate,Non-government,-18
2009-10,NT,Medical services,Government,124
2009-10,NT,Medical services,Non-government,17
2009-10,NT,Medical services,Non-government,10
2009-10,NT,Medical services,Non-government,4
2009-10,NT,Other health practitioners,Government,7
2009-10,NT,Other health practitioners,Non-government,20
2009-10,NT,Other health practitioners,Non-government,2
2009-10,NT,Other health practitioners,Non-government,3
2009-10,NT,Patient transport services,Government,13
2009-10,NT,Patient transport services,Government,33
2009-10,NT,Patient transport services,Non-government,0
2009-10,NT,Patient transport services,Non-government,0
2009-10,NT,Patient transport services,Non-government,0
2009-10,NT,Private hospitals,Government,11
2009-10,NT,Private hospitals,Government,1
2009-10,NT,Private hospitals,Non-government,23
2009-10,NT,Private hospitals,Non-government,4
2009-10,NT,Private hospitals,Non-government,19
2009-10,NT,Public health,Government,32
2009-10,NT,Public health,Government,73
2009-10,NT,Public health,Non-government,4
2009-10,NT,Public hospitals,Government,191
2009-10,NT,Public hospitals,Government,311
2009-10,NT,Public hospitals,Non-government,5
2009-10,NT,Public hospitals,Non-government,8
2009-10,NT,Public hospitals,Non-government,1
2009-10,NT,Research,Government,13
2009-10,NT,Research,Government,47
2009-10,NT,Research,Non-government,0
2009-10,NT,Research,Non-government,1
2010-11,NSW,Administration,Government,196
2010-11,NSW,Administration,Government,10
2010-11,NSW,Administration,Non-government,1
2010-11,NSW,Administration,Non-government,306
2010-11,NSW,Aids and appliances,Government,205
2010-11,NSW,Aids and appliances,Non-government,479
2010-11,NSW,Aids and appliances,Non-government,5
2010-11,NSW,Aids and appliances,Non-government,147
2010-11,NSW,All other medications,Government,175
2010-11,NSW,All other medications,Non-government,2708
2010-11,NSW,All other medications,Non-government,10
2010-11,NSW,All other medications,Non-government,19
2010-11,NSW,Benefit-paid pharmaceuticals,Government,2795
2010-11,NSW,Benefit-paid pharmaceuticals,Non-government,527
2010-11,NSW,Capital expenditure,Government,41
2010-11,NSW,Capital expenditure,Government,818
2010-11,NSW,Capital expenditure,Non-government,889
2010-11,NSW,Community health,Government,237
2010-11,NSW,Community health,Government,1370
2010-11,NSW,Community health,Non-government,63
2010-11,NSW,Community health,Non-government,89
2010-11,NSW,Community health,Non-government,0
2010-11,NSW,Dental services,Government,613
2010-11,NSW,Dental services,Government,203
2010-11,NSW,Dental services,Non-government,1277
2010-11,NSW,Dental services,Non-government,7
2010-11,NSW,Dental services,Non-government,360
2010-11,NSW,Medical expense tax rebate,Government,185
2010-11,NSW,Medical expense tax rebate,Non-government,-185
2010-11,NSW,Medical services,Government,6134
2010-11,NSW,Medical services,Non-government,997
2010-11,NSW,Medical services,Non-government,490
2010-11,NSW,Medical services,Non-government,307
2010-11,NSW,Other health practitioners,Government,502
2010-11,NSW,Other health practitioners,Non-government,607
2010-11,NSW,Other health practitioners,Non-government,113
2010-11,NSW,Other health practitioners,Non-government,182
2010-11,NSW,Patient transport services,Government,101
2010-11,NSW,Patient transport services,Government,516
2010-11,NSW,Patient transport services,Non-government,69
2010-11,NSW,Patient transport services,Non-government,47
2010-11,NSW,Patient transport services,Non-government,103
2010-11,NSW,Private hospitals,Government,1000
2010-11,NSW,Private hospitals,Non-government,290
2010-11,NSW,Private hospitals,Non-government,230
2010-11,NSW,Private hospitals,Non-government,1462
2010-11,NSW,Public health,Government,321
2010-11,NSW,Public health,Government,191
2010-11,NSW,Public health,Non-government,30
2010-11,NSW,Public hospitals,Government,5285
2010-11,NSW,Public hospitals,Government,6386
2010-11,NSW,Public hospitals,Non-government,232
2010-11,NSW,Public hospitals,Non-government,657
2010-11,NSW,Public hospitals,Non-government,360
2010-11,NSW,Research,Government,986
2010-11,NSW,Research,Government,175
2010-11,NSW,Research,Non-government,0
2010-11,NSW,Research,Non-government,94
2010-11,VIC,Administration,Government,153
2010-11,VIC,Administration,Non-government,240
2010-11,VIC,Aids and appliances,Government,141
2010-11,VIC,Aids and appliances,Non-government,781
2010-11,VIC,Aids and appliances,Non-government,17
2010-11,VIC,Aids and appliances,Non-government,85
2010-11,VIC,All other medications,Government,123
2010-11,VIC,All other medications,Non-government,2093
2010-11,VIC,All other medications,Non-government,27
2010-11,VIC,All other medications,Non-government,7
2010-11,VIC,Benefit-paid pharmaceuticals,Government,2028
2010-11,VIC,Benefit-paid pharmaceuticals,Non-government,391
2010-11,VIC,Capital expenditure,Government,28
2010-11,VIC,Capital expenditure,Government,507
2010-11,VIC,Capital expenditure,Non-government,622
2010-11,VIC,Community health,Government,141
2010-11,VIC,Community health,Government,544
2010-11,VIC,Community health,Non-government,5
2010-11,VIC,Community health,Non-government,31
2010-11,VIC,Community health,Non-government,0
2010-11,VIC,Dental services,Government,314
2010-11,VIC,Dental services,Government,142
2010-11,VIC,Dental services,Non-government,1641
2010-11,VIC,Dental services,Non-government,15
2010-11,VIC,Dental services,Non-government,223
2010-11,VIC,Medical expense tax rebate,Government,125
2010-11,VIC,Medical expense tax rebate,Non-government,-125
2010-11,VIC,Medical services,Government,4444
2010-11,VIC,Medical services,Non-government,648
2010-11,VIC,Medical services,Non-government,165
2010-11,VIC,Medical services,Non-government,293
2010-11,VIC,Other health practitioners,Government,385
2010-11,VIC,Other health practitioners,Non-government,621
2010-11,VIC,Other health practitioners,Non-government,121
2010-11,VIC,Other health practitioners,Non-government,120
2010-11,VIC,Patient transport services,Government,47
2010-11,VIC,Patient transport services,Government,359
2010-11,VIC,Patient transport services,Non-government,227
2010-11,VIC,Patient transport services,Non-government,27
2010-11,VIC,Patient transport services,Non-government,18
2010-11,VIC,Private hospitals,Government,871
2010-11,VIC,Private hospitals,Government,80
2010-11,VIC,Private hospitals,Non-government,422
2010-11,VIC,Private hospitals,Non-government,162
2010-11,VIC,Private hospitals,Non-government,1277
2010-11,VIC,Public health,Government,262
2010-11,VIC,Public health,Government,183
2010-11,VIC,Public health,Non-government,0
2010-11,VIC,Public hospitals,Government,3879
2010-11,VIC,Public hospitals,Government,5104
2010-11,VIC,Public hospitals,Non-government,396
2010-11,VIC,Public hospitals,Non-government,424
2010-11,VIC,Public hospitals,Non-government,159
2010-11,VIC,Research,Government,1142
2010-11,VIC,Research,Government,197
2010-11,VIC,Research,Non-government,101
2010-11,QLD,Administration,Government,126
2010-11,QLD,Administration,Government,138
2010-11,QLD,Administration,Non-government,198
2010-11,QLD,Aids and appliances,Government,122
2010-11,QLD,Aids and appliances,Non-government,492
2010-11,QLD,Aids and appliances,Non-government,7
2010-11,QLD,Aids and appliances,Non-government,86
2010-11,QLD,All other medications,Government,105
2010-11,QLD,All other medications,Non-government,1508
2010-11,QLD,All other medications,Non-government,6
2010-11,QLD,All other medications,Non-government,10
2010-11,QLD,Benefit-paid pharmaceuticals,Government,1592
2010-11,QLD,Benefit-paid pharmaceuticals,Non-government,307
2010-11,QLD,Capital expenditure,Government,23
2010-11,QLD,Capital expenditure,Government,1495
2010-11,QLD,Capital expenditure,Non-government,480
2010-11,QLD,Community health,Government,199
2010-11,QLD,Community health,Government,1491
2010-11,QLD,Community health,Non-government,14
2010-11,QLD,Community health,Non-government,22
2010-11,QLD,Community health,Non-government,0
2010-11,QLD,Dental services,Government,256
2010-11,QLD,Dental services,Government,197
2010-11,QLD,Dental services,Non-government,569
2010-11,QLD,Dental services,Non-government,4
2010-11,QLD,Dental services,Non-government,224
2010-11,QLD,Medical expense tax rebate,Government,89
2010-11,QLD,Medical expense tax rebate,Non-government,-89
2010-11,QLD,Medical services,Government,3589
2010-11,QLD,Medical services,Non-government,593
2010-11,QLD,Medical services,Non-government,153
2010-11,QLD,Medical services,Non-government,215
2010-11,QLD,Other health practitioners,Government,304
2010-11,QLD,Other health practitioners,Non-government,445
2010-11,QLD,Other health practitioners,Non-government,58
2010-11,QLD,Other health practitioners,Non-government,104
2010-11,QLD,Patient transport services,Government,56
2010-11,QLD,Patient transport services,Government,646
2010-11,QLD,Patient transport services,Non-government,0
2010-11,QLD,Patient transport services,Non-government,6
2010-11,QLD,Patient transport services,Non-government,0
2010-11,QLD,Private hospitals,Government,913
2010-11,QLD,Private hospitals,Government,27
2010-11,QLD,Private hospitals,Non-government,335
2010-11,QLD,Private hospitals,Non-government,162
2010-11,QLD,Private hospitals,Non-government,1113
2010-11,QLD,Public health,Government,217
2010-11,QLD,Public health,Government,160
2010-11,QLD,Public health,Non-government,15
2010-11,QLD,Public health,Non-government,0
2010-11,QLD,Public hospitals,Government,3050
2010-11,QLD,Public hospitals,Government,3901
2010-11,QLD,Public hospitals,Non-government,316
2010-11,QLD,Public hospitals,Non-government,235
2010-11,QLD,Public hospitals,Non-government,51
2010-11,QLD,Research,Government,473
2010-11,QLD,Research,Government,237
2010-11,QLD,Research,Non-government,32
2010-11,WA,Administration,Government,70
2010-11,WA,Administration,Government,93
2010-11,WA,Administration,Non-government,0
2010-11,WA,Administration,Non-government,113
2010-11,WA,Aids and appliances,Government,64
2010-11,WA,Aids and appliances,Non-government,491
2010-11,WA,Aids and appliances,Non-government,8
2010-11,WA,Aids and appliances,Non-government,49
2010-11,WA,All other medications,Government,54
2010-11,WA,All other medications,Non-government,747
2010-11,WA,All other medications,Non-government,18
2010-11,WA,All other medications,Non-government,6
2010-11,WA,Benefit-paid pharmaceuticals,Government,732
2010-11,WA,Benefit-paid pharmaceuticals,Non-government,151
2010-11,WA,Capital expenditure,Government,13
2010-11,WA,Capital expenditure,Government,819
2010-11,WA,Capital expenditure,Non-government,177
2010-11,WA,Community health,Government,162
2010-11,WA,Community health,Government,596
2010-11,WA,Community health,Non-government,3
2010-11,WA,Community health,Non-government,6
2010-11,WA,Community health,Non-government,0
2010-11,WA,Dental services,Government,98
2010-11,WA,Dental services,Government,71
2010-11,WA,Dental services,Non-government,698
2010-11,WA,Dental services,Non-government,4
2010-11,WA,Dental services,Non-government,165
2010-11,WA,Medical expense tax rebate,Government,23
2010-11,WA,Medical expense tax rebate,Non-government,-23
2010-11,WA,Medical services,Government,1531
2010-11,WA,Medical services,Non-government,300
2010-11,WA,Medical services,Non-government,108
2010-11,WA,Medical services,Non-government,117
2010-11,WA,Other health practitioners,Government,139
2010-11,WA,Other health practitioners,Non-government,68
2010-11,WA,Other health practitioners,Non-government,35
2010-11,WA,Other health practitioners,Non-government,60
2010-11,WA,Patient transport services,Government,36
2010-11,WA,Patient transport services,Government,153
2010-11,WA,Patient transport services,Non-government,0
2010-11,WA,Patient transport services,Non-government,11
2010-11,WA,Patient transport services,Non-government,18
2010-11,WA,Private hospitals,Government,401
2010-11,WA,Private hospitals,Government,335
2010-11,WA,Private hospitals,Non-government,197
2010-11,WA,Private hospitals,Non-government,32
2010-11,WA,Private hospitals,Non-government,575
2010-11,WA,Public health,Government,116
2010-11,WA,Public health,Government,110
2010-11,WA,Public health,Non-government,0
2010-11,WA,Public health,Non-government,0
2010-11,WA,Public hospitals,Government,1573
2010-11,WA,Public hospitals,Government,2068
2010-11,WA,Public hospitals,Non-government,197
2010-11,WA,Public hospitals,Non-government,44
2010-11,WA,Public hospitals,Non-government,48
2010-11,WA,Research,Government,256
2010-11,WA,Research,Government,97
2010-11,WA,Research,Non-government,0
2010-11,WA,Research,Non-government,14
2010-11,SA,Administration,Government,49
2010-11,SA,Administration,Government,220
2010-11,SA,Administration,Non-government,0
2010-11,SA,Administration,Non-government,5
2010-11,SA,Administration,Non-government,79
2010-11,SA,Aids and appliances,Government,50
2010-11,SA,Aids and appliances,Non-government,152
2010-11,SA,Aids and appliances,Non-government,14
2010-11,SA,Aids and appliances,Non-government,38
2010-11,SA,All other medications,Government,43
2010-11,SA,All other medications,Non-government,633
2010-11,SA,All other medications,Non-government,6
2010-11,SA,All other medications,Non-government,4
2010-11,SA,Benefit-paid pharmaceuticals,Government,678
2010-11,SA,Benefit-paid pharmaceuticals,Non-government,124
2010-11,SA,Capital expenditure,Government,12
2010-11,SA,Capital expenditure,Government,256
2010-11,SA,Capital expenditure,Non-government,58
2010-11,SA,Community health,Government,83
2010-11,SA,Community health,Government,572
2010-11,SA,Community health,Non-government,63
2010-11,SA,Community health,Non-government,13
2010-11,SA,Community health,Non-government,0
2010-11,SA,Dental services,Government,121
2010-11,SA,Dental services,Government,61
2010-11,SA,Dental services,Non-government,137
2010-11,SA,Dental services,Non-government,3
2010-11,SA,Dental services,Non-government,103
2010-11,SA,Medical expense tax rebate,Government,43
2010-11,SA,Medical expense tax rebate,Non-government,-43
2010-11,SA,Medical services,Government,1350
2010-11,SA,Medical services,Non-government,146
2010-11,SA,Medical services,Non-government,124
2010-11,SA,Medical services,Non-government,98
2010-11,SA,Other health practitioners,Government,117
2010-11,SA,Other health practitioners,Non-government,44
2010-11,SA,Other health practitioners,Non-government,41
2010-11,SA,Other health practitioners,Non-government,58
2010-11,SA,Patient transport services,Government,25
2010-11,SA,Patient transport services,Government,139
2010-11,SA,Patient transport services,Non-government,75
2010-11,SA,Patient transport services,Non-government,8
2010-11,SA,Patient transport services,Non-government,15
2010-11,SA,Private hospitals,Government,239
