financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2008,SA,Other health practitioners,Other,44
2008,SA,Other health practitioners,Other,39
2008,SA,Other health practitioners,Other,60
2008,SA,Patient transport services,Government,23
2008,SA,Patient transport services,Government,169
2008,SA,Patient transport services,Other,56
2008,SA,Patient transport services,Other,13
2008,SA,Patient transport services,Other,13
2008,SA,Private hospitals,Government,215
2008,SA,Private hospitals,Government,5
2008,SA,Private hospitals,Other,64
2008,SA,Private hospitals,Other,31
2008,SA,Private hospitals,Other,361
2008,SA,Public health,Government,90
2008,SA,Public health,Government,92
2008,SA,Public health,Other,2
2008,SA,Public health,Other,11
2008,SA,Public hospitals,Government,1253
2008,SA,Public hospitals,Government,1549
2008,SA,Public hospitals,Other,73
2008,SA,Public hospitals,Other,55
2008,SA,Public hospitals,Other,46
2008,SA,Research,Government,267
2008,SA,Research,Government,26
2008,SA,Research,Other,2
2008,SA,Research,Other,13
2008,TAS,Administration,Government,49
2008,TAS,Administration,Other,26
2008,TAS,Aids and appliances,Government,11
2008,TAS,Aids and appliances,Other,47
2008,TAS,Aids and appliances,Other,2
2008,TAS,Aids and appliances,Other,8
2008,TAS,All other medications,Government,10
2008,TAS,All other medications,Other,133
2008,TAS,All other medications,Other,2
2008,TAS,All other medications,Other,2
2008,TAS,Benefit,Government,200
2008,TAS,Benefit,Other,37
2008,TAS,Capital expenditure,Government,4
2008,TAS,Capital expenditure,Government,28
2008,TAS,Capital expenditure,Other,22
2008,TAS,Community health,Government,17
2008,TAS,Community health,Government,147
2008,TAS,Community health,Other,0
2008,TAS,Community health,Other,2
2008,TAS,Community health,Other,0
2008,TAS,Dental services,Government,13
2008,TAS,Dental services,Government,27
2008,TAS,Dental services,Other,67
2008,TAS,Dental services,Other,0
2008,TAS,Dental services,Other,20
2008,TAS,Medical expense tax rebate,Government,7
2008,TAS,Medical expense tax rebate,Other,
2008,TAS,Medical services,Government,361
2008,TAS,Medical services,Other,49
2008,TAS,Medical services,Other,18
2008,TAS,Medical services,Other,23
2008,TAS,Other health practitioners,Government,33
2008,TAS,Other health practitioners,Other,27
2008,TAS,Other health practitioners,Other,10
2008,TAS,Other health practitioners,Other,11
2008,TAS,Patient transport services,Government,6
2008,TAS,Patient transport services,Government,54
2008,TAS,Patient transport services,Other,2
2008,TAS,Patient transport services,Other,2
2008,TAS,Patient transport services,Other,0
2008,TAS,Private hospitals,Government,75
2008,TAS,Private hospitals,Government,14
2008,TAS,Private hospitals,Other,3
2008,TAS,Private hospitals,Other,46
2008,TAS,Private hospitals,Other,118
2008,TAS,Public health,Government,40
2008,TAS,Public health,Government,27
2008,TAS,Public health,Other,3
2008,TAS,Public hospitals,Government,416
2008,TAS,Public hospitals,Government,343
2008,TAS,Public hospitals,Other,0
2008,TAS,Public hospitals,Other,50
2008,TAS,Public hospitals,Other,15
2008,TAS,Research,Government,47
2008,TAS,Research,Government,11
2008,TAS,Research,Other,3
2008,ACT,Administration,Government,78
2008,ACT,Administration,Other,14
2008,ACT,Aids and appliances,Government,7
2008,ACT,Aids and appliances,Other,19
2008,ACT,Aids and appliances,Other,1
2008,ACT,Aids and appliances,Other,5
2008,ACT,All other medications,Government,5
2008,ACT,All other medications,Other,71
2008,ACT,All other medications,Other,1
2008,ACT,All other medications,Other,1
2008,ACT,Benefit,Government,91
2008,ACT,Benefit,Other,23
2008,ACT,Capital expenditure,Government,2
2008,ACT,Capital expenditure,Government,56
2008,ACT,Capital expenditure,Other,9
2008,ACT,Community health,Government,9
2008,ACT,Community health,Government,131
2008,ACT,Community health,Other,0
2008,ACT,Community health,Other,0
2008,ACT,Dental services,Government,12
2008,ACT,Dental services,Government,11
2008,ACT,Dental services,Other,67
2008,ACT,Dental services,Other,0
2008,ACT,Dental services,Other,19
2008,ACT,Medical expense tax rebate,Government,16
2008,ACT,Medical expense tax rebate,Other,
2008,ACT,Medical services,Government,215
2008,ACT,Medical services,Other,64
2008,ACT,Medical services,Other,8
2008,ACT,Medical services,Other,10
2008,ACT,Other health practitioners,Government,31
2008,ACT,Other health practitioners,Other,30
2008,ACT,Other health practitioners,Other,9
2008,ACT,Other health practitioners,Other,8
2008,ACT,Patient transport services,Government,5
2008,ACT,Patient transport services,Government,12
2008,ACT,Patient transport services,Other,0
2008,ACT,Patient transport services,Other,1
2008,ACT,Patient transport services,Other,11
2008,ACT,Private hospitals,Government,37
2008,ACT,Private hospitals,Government,1
2008,ACT,Private hospitals,Other,28
2008,ACT,Private hospitals,Other,25
2008,ACT,Private hospitals,Other,53
2008,ACT,Public health,Government,24
2008,ACT,Public health,Government,29
2008,ACT,Public health,Other,6
2008,ACT,Public hospitals,Government,234
2008,ACT,Public hospitals,Government,499
2008,ACT,Public hospitals,Other,0
2008,ACT,Public hospitals,Other,6
2008,ACT,Public hospitals,Other,10
2008,ACT,Research,Government,176
2008,ACT,Research,Government,28
2008,ACT,Research,Other,6
2008,NT,Administration,Government,40
2008,NT,Administration,Other,5
2008,NT,Aids and appliances,Government,3
2008,NT,Aids and appliances,Other,15
2008,NT,Aids and appliances,Other,1
2008,NT,Aids and appliances,Other,2
2008,NT,All other medications,Government,6
2008,NT,All other medications,Other,31
2008,NT,All other medications,Other,0
2008,NT,All other medications,Other,0
2008,NT,Benefit,Government,46
2008,NT,Benefit,Other,7
2008,NT,Capital expenditure,Government,6
2008,NT,Capital expenditure,Government,14
2008,NT,Capital expenditure,Other,5
2008,NT,Community health,Government,162
2008,NT,Community health,Government,233
2008,NT,Community health,Other,0
2008,NT,Community health,Other,0
2008,NT,Dental services,Government,3
2008,NT,Dental services,Government,17
2008,NT,Dental services,Other,57
2008,NT,Dental services,Other,0
2008,NT,Dental services,Other,6
2008,NT,Medical expense tax rebate,Government,2
2008,NT,Medical expense tax rebate,Other,
2008,NT,Medical services,Government,109
2008,NT,Medical services,Other,16
2008,NT,Medical services,Other,10
2008,NT,Medical services,Other,4
2008,NT,Other health practitioners,Government,7
2008,NT,Other health practitioners,Other,21
2008,NT,Other health practitioners,Other,2
2008,NT,Other health practitioners,Other,3
2008,NT,Patient transport services,Government,14
2008,NT,Patient transport services,Government,33
2008,NT,Patient transport services,Other,0
2008,NT,Patient transport services,Other,0
2008,NT,Patient transport services,Other,0
2008,NT,Private hospitals,Government,10
2008,NT,Private hospitals,Government,1
2008,NT,Private hospitals,Other,22
2008,NT,Private hospitals,Other,12
2008,NT,Private hospitals,Other,20
2008,NT,Public health,Government,25
2008,NT,Public health,Government,76
2008,NT,Public health,Other,4
2008,NT,Public hospitals,Government,183
2008,NT,Public hospitals,Government,320
2008,NT,Public hospitals,Other,5
2008,NT,Public hospitals,Other,9
2008,NT,Public hospitals,Other,1
2008,NT,Research,Government,13
2008,NT,Research,Government,12
2008,NT,Research,Other,0
2008,NT,Research,Other,1
2009,NSW,Administration,Government,504
2009,NSW,Administration,Other,296
2009,NSW,Aids and appliances,Government,188
2009,NSW,Aids and appliances,Other,446
2009,NSW,Aids and appliances,Other,6
2009,NSW,Aids and appliances,Other,127
2009,NSW,All other medications,Government,128
2009,NSW,All other medications,Other,1903
2009,NSW,All other medications,Other,10
2009,NSW,All other medications,Other,21
2009,NSW,Benefit,Government,2754
2009,NSW,Benefit,Other,517
2009,NSW,Capital expenditure,Government,40
2009,NSW,Capital expenditure,Government,672
2009,NSW,Capital expenditure,Other,736
2009,NSW,Community health,Government,209
2009,NSW,Community health,Government,1164
2009,NSW,Community health,Other,52
2009,NSW,Community health,Other,71
2009,NSW,Community health,Other,0
2009,NSW,Dental services,Government,578
2009,NSW,Dental services,Government,194
2009,NSW,Dental services,Other,1672
2009,NSW,Dental services,Other,8
2009,NSW,Dental services,Other,349
2009,NSW,Medical expense tax rebate,Government,216
2009,NSW,Medical expense tax rebate,Other,
2009,NSW,Medical services,Government,5977
2009,NSW,Medical services,Other,994
2009,NSW,Medical services,Other,541
2009,NSW,Medical services,Other,280
2009,NSW,Other health practitioners,Government,485
2009,NSW,Other health practitioners,Other,574
2009,NSW,Other health practitioners,Other,120
2009,NSW,Other health practitioners,Other,177
2009,NSW,Patient transport services,Government,107
2009,NSW,Patient transport services,Government,484
2009,NSW,Patient transport services,Other,71
2009,NSW,Patient transport services,Other,56
2009,NSW,Patient transport services,Other,106
2009,NSW,Private hospitals,Government,957
2009,NSW,Private hospitals,Other,287
2009,NSW,Private hospitals,Other,230
2009,NSW,Private hospitals,Other,1338
2009,NSW,Public health,Government,293
2009,NSW,Public health,Government,224
2009,NSW,Public health,Other,35
2009,NSW,Public hospitals,Government,4857
2009,NSW,Public hospitals,Government,6419
2009,NSW,Public hospitals,Other,159
2009,NSW,Public hospitals,Other,653
2009,NSW,Public hospitals,Other,355
2009,NSW,Research,Government,1150
2009,NSW,Research,Government,168
2009,NSW,Research,Other,0
2009,NSW,Research,Other,89
2009,VIC,Administration,Government,369
2009,VIC,Administration,Other,229
2009,VIC,Aids and appliances,Government,130
2009,VIC,Aids and appliances,Other,698
2009,VIC,Aids and appliances,Other,15
2009,VIC,Aids and appliances,Other,72
2009,VIC,All other medications,Government,89
2009,VIC,All other medications,Other,1605
2009,VIC,All other medications,Other,27
2009,VIC,All other medications,Other,6
2009,VIC,Benefit,Government,1999
2009,VIC,Benefit,Other,382
2009,VIC,Capital expenditure,Government,27
2009,VIC,Capital expenditure,Government,160
2009,VIC,Capital expenditure,Other,522
2009,VIC,Community health,Government,121
2009,VIC,Community health,Government,838
2009,VIC,Community health,Other,8
2009,VIC,Community health,Other,34
2009,VIC,Community health,Other,0
2009,VIC,Dental services,Government,280
2009,VIC,Dental services,Government,131
2009,VIC,Dental services,Other,1605
2009,VIC,Dental services,Other,15
2009,VIC,Dental services,Other,211
2009,VIC,Medical expense tax rebate,Government,148
2009,VIC,Medical expense tax rebate,Other,
2009,VIC,Medical services,Government,4264
2009,VIC,Medical services,Other,607
2009,VIC,Medical services,Other,158
2009,VIC,Medical services,Other,269
2009,VIC,Other health practitioners,Government,369
2009,VIC,Other health practitioners,Other,586
2009,VIC,Other health practitioners,Other,93
2009,VIC,Other health practitioners,Other,114
2009,VIC,Patient transport services,Government,48
2009,VIC,Patient transport services,Government,331
2009,VIC,Patient transport services,Other,227
2009,VIC,Patient transport services,Other,28
2009,VIC,Patient transport services,Other,18
2009,VIC,Private hospitals,Government,850
2009,VIC,Private hospitals,Government,76
2009,VIC,Private hospitals,Other,385
2009,VIC,Private hospitals,Other,168
2009,VIC,Private hospitals,Other,1204
2009,VIC,Public health,Government,235
2009,VIC,Public health,Government,181
2009,VIC,Public health,Other,24
2009,VIC,Public hospitals,Government,3386
2009,VIC,Public hospitals,Government,4693
2009,VIC,Public hospitals,Other,356
2009,VIC,Public hospitals,Other,365
2009,VIC,Public hospitals,Other,147
2009,VIC,Research,Government,1107
2009,VIC,Research,Government,225
2009,VIC,Research,Other,103
2009,QLD,Administration,Government,326
2009,QLD,Administration,Government,145
2009,QLD,Administration,Other,193
2009,QLD,Aids and appliances,Government,110
2009,QLD,Aids and appliances,Other,453
2009,QLD,Aids and appliances,Other,4
2009,QLD,Aids and appliances,Other,73
2009,QLD,All other medications,Government,74
2009,QLD,All other medications,Other,1331
2009,QLD,All other medications,Other,8
2009,QLD,All other medications,Other,11
2009,QLD,Benefit,Government,1575
2009,QLD,Benefit,Other,302
2009,QLD,Capital expenditure,Government,22
2009,QLD,Capital expenditure,Government,1109
2009,QLD,Capital expenditure,Other,567
2009,QLD,Community health,Government,193
2009,QLD,Community health,Government,1434
2009,QLD,Community health,Other,12
2009,QLD,Community health,Other,17
2009,QLD,Community health,Other,0
2009,QLD,Dental services,Government,195
2009,QLD,Dental services,Government,168
2009,QLD,Dental services,Other,556
2009,QLD,Dental services,Other,3
2009,QLD,Dental services,Other,219
2009,QLD,Medical expense tax rebate,Government,106
2009,QLD,Medical expense tax rebate,Other,
2009,QLD,Medical services,Government,3349
2009,QLD,Medical services,Other,558
2009,QLD,Medical services,Other,117
2009,QLD,Medical services,Other,197
2009,QLD,Other health practitioners,Government,288
2009,QLD,Other health practitioners,Other,374
2009,QLD,Other health practitioners,Other,53
2009,QLD,Other health practitioners,Other,104
2009,QLD,Patient transport services,Government,57
2009,QLD,Patient transport services,Government,556
2009,QLD,Patient transport services,Other,0
2009,QLD,Patient transport services,Other,10
2009,QLD,Patient transport services,Other,0
2009,QLD,Private hospitals,Government,898
2009,QLD,Private hospitals,Government,25
2009,QLD,Private hospitals,Other,273
2009,QLD,Private hospitals,Other,161
2009,QLD,Private hospitals,Other,1070
2009,QLD,Public health,Government,194
2009,QLD,Public health,Government,226
2009,QLD,Public health,Other,13
2009,QLD,Public health,Other,25
2009,QLD,Public hospitals,Government,2731
2009,QLD,Public hospitals,Government,4286
2009,QLD,Public hospitals,Other,266
2009,QLD,Public hospitals,Other,159
2009,QLD,Public hospitals,Other,41
2009,QLD,Research,Government,373
2009,QLD,Research,Government,203
2009,QLD,Research,Other,35
2009,WA,Administration,Government,161
2009,WA,Administration,Government,22
2009,WA,Administration,Other,0
2009,WA,Administration,Other,0
2009,WA,Administration,Other,105
2009,WA,Aids and appliances,Government,57
2009,WA,Aids and appliances,Other,447
2009,WA,Aids and appliances,Other,7
2009,WA,Aids and appliances,Other,41
2009,WA,All other medications,Government,37
2009,WA,All other medications,Other,626
2009,WA,All other medications,Other,18
2009,WA,All other medications,Other,5
2009,WA,Benefit,Government,703
2009,WA,Benefit,Other,146
2009,WA,Capital expenditure,Government,13
2009,WA,Capital expenditure,Government,489
2009,WA,Capital expenditure,Other,163
2009,WA,Community health,Government,122
2009,WA,Community health,Government,581
2009,WA,Community health,Other,14
2009,WA,Community health,Other,5
2009,WA,Community health,Other,0
2009,WA,Dental services,Government,89
2009,WA,Dental services,Government,66
2009,WA,Dental services,Other,545
2009,WA,Dental services,Other,4
2009,WA,Dental services,Other,153
2009,WA,Medical expense tax rebate,Government,27
2009,WA,Medical expense tax rebate,Other,
2009,WA,Medical services,Government,1500
2009,WA,Medical services,Other,282
2009,WA,Medical services,Other,101
2009,WA,Medical services,Other,112
2009,WA,Other health practitioners,Government,135
2009,WA,Other health practitioners,Other,80
2009,WA,Other health practitioners,Other,24
2009,WA,Other health practitioners,Other,57
2009,WA,Patient transport services,Government,34
2009,WA,Patient transport services,Government,122
2009,WA,Patient transport services,Other,0
2009,WA,Patient transport services,Other,8
2009,WA,Patient transport services,Other,14
2009,WA,Private hospitals,Government,370
2009,WA,Private hospitals,Government,275
2009,WA,Private hospitals,Other,198
2009,WA,Private hospitals,Other,37
2009,WA,Private hospitals,Other,523
2009,WA,Public health,Government,99
2009,WA,Public health,Government,98
2009,WA,Public health,Other,5
2009,WA,Public health,Other,11
2009,WA,Public hospitals,Government,1416
2009,WA,Public hospitals,Government,1932
2009,WA,Public hospitals,Other,118
2009,WA,Public hospitals,Other,49
2009,WA,Public hospitals,Other,53
2009,WA,Research,Government,272
2009,WA,Research,Government,69
2009,WA,Research,Other,0
2009,WA,Research,Other,18
2009,SA,Administration,Government,128
2009,SA,Administration,Government,284
2009,SA,Administration,Other,0
2009,SA,Administration,Other,19
2009,SA,Administration,Other,76
2009,SA,Aids and appliances,Government,46
2009,SA,Aids and appliances,Other,142
2009,SA,Aids and appliances,Other,11
2009,SA,Aids and appliances,Other,33
2009,SA,All other medications,Government,33
2009,SA,All other medications,Other,422
2009,SA,All other medications,Other,6
2009,SA,All other medications,Other,4
2009,SA,Benefit,Government,677
2009,SA,Benefit,Other,123
2009,SA,Capital expenditure,Government,14
2009,SA,Capital expenditure,Government,265
2009,SA,Capital expenditure,Other,55
2009,SA,Community health,Government,73
2009,SA,Community health,Government,457
2009,SA,Community health,Other,39
2009,SA,Community health,Other,11
2009,SA,Community health,Other,0
2009,SA,Dental services,Government,101
2009,SA,Dental services,Government,53
2009,SA,Dental services,Other,168
2009,SA,Dental services,Other,2
2009,SA,Dental services,Other,100
2009,SA,Medical expense tax rebate,Government,50
2009,SA,Medical expense tax rebate,Other,
2009,SA,Medical services,Government,1286
2009,SA,Medical services,Other,136
2009,SA,Medical services,Other,110
2009,SA,Medical services,Other,90
2009,SA,Other health practitioners,Government,114
2009,SA,Other health practitioners,Other,42
2009,SA,Other health practitioners,Other,35
2009,SA,Other health practitioners,Other,57
2009,SA,Patient transport services,Government,23
2009,SA,Patient transport services,Government,147
2009,SA,Patient transport services,Other,68
2009,SA,Patient transport services,Other,13
2009,SA,Patient transport services,Other,13
2009,SA,Private hospitals,Government,232
2009,SA,Private hospitals,Government,5
2009,SA,Private hospitals,Other,72
2009,SA,Private hospitals,Other,25
2009,SA,Private hospitals,Other,352
2009,SA,Public health,Government,71
2009,SA,Public health,Government,111
2009,SA,Public health,Other,1
2009,SA,Public health,Other,10
2009,SA,Public hospitals,Government,1183
2009,SA,Public hospitals,Government,1697
2009,SA,Public hospitals,Other,64
2009,SA,Public hospitals,Other,52
2009,SA,Public hospitals,Other,44
2009,SA,Research,Government,293
2009,SA,Research,Government,30
2009,SA,Research,Other,0
2009,SA,Research,Other,14
2009,TAS,Administration,Government,46
2009,TAS,Administration,Other,23
2009,TAS,Aids and appliances,Government,14
2009,TAS,Aids and appliances,Other,52
2009,TAS,Aids and appliances,Other,2
2009,TAS,Aids and appliances,Other,10
2009,TAS,All other medications,Government,10
2009,TAS,All other medications,Other,141
2009,TAS,All other medications,Other,2
2009,TAS,All other medications,Other,2
2009,TAS,Benefit,Government,216
2009,TAS,Benefit,Other,39
2009,TAS,Capital expenditure,Government,6
2009,TAS,Capital expenditure,Government,35
2009,TAS,Capital expenditure,Other,27
2009,TAS,Community health,Government,19
2009,TAS,Community health,Government,130
2009,TAS,Community health,Other,0
2009,TAS,Community health,Other,1
2009,TAS,Community health,Other,0
2009,TAS,Dental services,Government,15
2009,TAS,Dental services,Government,27
2009,TAS,Dental services,Other,65
2009,TAS,Dental services,Other,0
2009,TAS,Dental services,Other,21
2009,TAS,Medical expense tax rebate,Government,7
2009,TAS,Medical expense tax rebate,Other,
2009,TAS,Medical services,Government,413
2009,TAS,Medical services,Other,55
2009,TAS,Medical services,Other,17
2009,TAS,Medical services,Other,23
2009,TAS,Other health practitioners,Government,35
2009,TAS,Other health practitioners,Other,29
2009,TAS,Other health practitioners,Other,10
2009,TAS,Other health practitioners,Other,10
2009,TAS,Patient transport services,Government,5
2009,TAS,Patient transport services,Government,52
2009,TAS,Patient transport services,Other,2
2009,TAS,Patient transport services,Other,1
2009,TAS,Patient transport services,Other,0
2009,TAS,Private hospitals,Government,81
2009,TAS,Private hospitals,Government,13
2009,TAS,Private hospitals,Other,7
2009,TAS,Private hospitals,Other,15
2009,TAS,Private hospitals,Other,115
2009,TAS,Public health,Government,31
2009,TAS,Public health,Government,29
2009,TAS,Public health,Other,3
2009,TAS,Public hospitals,Government,421
2009,TAS,Public hospitals,Government,373
2009,TAS,Public hospitals,Other,0
2009,TAS,Public hospitals,Other,10
2009,TAS,Public hospitals,Other,15
2009,TAS,Research,Government,55
2009,TAS,Research,Government,14
2009,TAS,Research,Other,3
2009,ACT,Administration,Government,63
2009,ACT,Administration,Other,13
2009,ACT,Aids and appliances,Government,8
2009,ACT,Aids and appliances,Other,20
2009,ACT,Aids and appliances,Other,1
2009,ACT,Aids and appliances,Other,6
2009,ACT,All other medications,Government,6
2009,ACT,All other medications,Other,74
2009,ACT,All other medications,Other,2
2009,ACT,All other medications,Other,1
2009,ACT,Benefit,Government,99
2009,ACT,Benefit,Other,24
2009,ACT,Capital expenditure,Government,4
2009,ACT,Capital expenditure,Government,80
2009,ACT,Capital expenditure,Other,15
2009,ACT,Community health,Government,11
2009,ACT,Community health,Government,146
2009,ACT,Community health,Other,0
2009,ACT,Community health,Other,0
2009,ACT,Dental services,Government,14
2009,ACT,Dental services,Government,11
2009,ACT,Dental services,Other,71
2009,ACT,Dental services,Other,0
2009,ACT,Dental services,Other,19
2009,ACT,Medical expense tax rebate,Government,3
2009,ACT,Medical expense tax rebate,Other,
2009,ACT,Medical services,Government,220
2009,ACT,Medical services,Other,74
2009,ACT,Medical services,Other,8
2009,ACT,Medical services,Other,10
2009,ACT,Other health practitioners,Government,28
2009,ACT,Other health practitioners,Other,30
2009,ACT,Other health practitioners,Other,9
2009,ACT,Other health practitioners,Other,8
2009,ACT,Patient transport services,Government,5
2009,ACT,Patient transport services,Government,23
2009,ACT,Patient transport services,Other,0
2009,ACT,Patient transport services,Other,1
2009,ACT,Patient transport services,Other,11
2009,ACT,Private hospitals,Government,41
2009,ACT,Private hospitals,Government,0
2009,ACT,Private hospitals,Other,27
2009,ACT,Private hospitals,Other,7
2009,ACT,Private hospitals,Other,55
2009,ACT,Public health,Government,18
2009,ACT,Public health,Government,29
2009,ACT,Public health,Other,6
2009,ACT,Public hospitals,Government,219
2009,ACT,Public hospitals,Government,551
2009,ACT,Public hospitals,Other,0
2009,ACT,Public hospitals,Other,7
2009,ACT,Public hospitals,Other,10
2009,ACT,Research,Government,180
2009,ACT,Research,Government,28
2009,ACT,Research,Other,5
2009,NT,Administration,Government,36
2009,NT,Administration,Other,4
2009,NT,Aids and appliances,Government,4
2009,NT,Aids and appliances,Other,15
2009,NT,Aids and appliances,Other,1
2009,NT,Aids and appliances,Other,3
2009,NT,All other medications,Government,7
2009,NT,All other medications,Other,33
2009,NT,All other medications,Other,0
2009,NT,All other medications,Other,0
2009,NT,Benefit,Government,50
2009,NT,Benefit,Other,7
2009,NT,Capital expenditure,Government,10
2009,NT,Capital expenditure,Government,43
2009,NT,Capital expenditure,Other,7
2009,NT,Community health,Government,164
2009,NT,Community health,Government,175
2009,NT,Community health,Other,0
2009,NT,Community health,Other,0
2009,NT,Dental services,Government,3
2009,NT,Dental services,Government,3
2009,NT,Dental services,Other,55
2009,NT,Dental services,Other,0
2009,NT,Dental services,Other,6
2009,NT,Medical expense tax rebate,Government,18
2009,NT,Medical expense tax rebate,Other,
2009,NT,Medical services,Government,124
2009,NT,Medical services,Other,17
2009,NT,Medical services,Other,10
2009,NT,Medical services,Other,4
2009,NT,Other health practitioners,Government,7
2009,NT,Other health practitioners,Other,20
2009,NT,Other health practitioners,Other,2
2009,NT,Other health practitioners,Other,3
2009,NT,Patient transport services,Government,13
2009,NT,Patient transport services,Government,33
2009,NT,Patient transport services,Other,0
2009,NT,Patient transport services,Other,0
2009,NT,Patient transport services,Other,0
2009,NT,Private hospitals,Government,11
2009,NT,Private hospitals,Government,1
2009,NT,Private hospitals,Other,23
2009,NT,Private hospitals,Other,4
2009,NT,Private hospitals,Other,19
2009,NT,Public health,Government,32
2009,NT,Public health,Government,73
2009,NT,Public health,Other,4
2009,NT,Public hospitals,Government,191
2009,NT,Public hospitals,Government,311
2009,NT,Public hospitals,Other,5
2009,NT,Public hospitals,Other,8
2009,NT,Public hospitals,Other,1
2009,NT,Research,Government,13
2009,NT,Research,Government,47
2009,NT,Research,Other,0
2009,NT,Research,Other,1
2010,NSW,Administration,Government,196
2010,NSW,Administration,Government,10
2010,NSW,Administration,Other,1
2010,NSW,Administration,Other,306
2010,NSW,Aids and appliances,Government,205
2010,NSW,Aids and appliances,Other,479
2010,NSW,Aids and appliances,Other,5
2010,NSW,Aids and appliances,Other,147
2010,NSW,All other medications,Government,175
2010,NSW,All other medications,Other,2708
2010,NSW,All other medications,Other,10
2010,NSW,All other medications,Other,19
2010,NSW,Benefit,Government,2795
2010,NSW,Benefit,Other,527
2010,NSW,Capital expenditure,Government,41
2010,NSW,Capital expenditure,Government,818
2010,NSW,Capital expenditure,Other,889
2010,NSW,Community health,Government,237
2010,NSW,Community health,Government,1370
2010,NSW,Community health,Other,63
2010,NSW,Community health,Other,89
2010,NSW,Community health,Other,0
2010,NSW,Dental services,Government,613
2010,NSW,Dental services,Government,203
2010,NSW,Dental services,Other,1277
2010,NSW,Dental services,Other,7
2010,NSW,Dental services,Other,360
2010,NSW,Medical expense tax rebate,Government,185
2010,NSW,Medical expense tax rebate,Other,
2010,NSW,Medical services,Government,6134
2010,NSW,Medical services,Other,997
2010,NSW,Medical services,Other,490
2010,NSW,Medical services,Other,307
2010,NSW,Other health practitioners,Government,502
2010,NSW,Other health practitioners,Other,607
2010,NSW,Other health practitioners,Other,113
2010,NSW,Other health practitioners,Other,182
2010,NSW,Patient transport services,Government,101
2010,NSW,Patient transport services,Government,516
2010,NSW,Patient transport services,Other,69
2010,NSW,Patient transport services,Other,47
2010,NSW,Patient transport services,Other,103
2010,NSW,Private hospitals,Government,1000
2010,NSW,Private hospitals,Other,290
2010,NSW,Private hospitals,Other,230
2010,NSW,Private hospitals,Other,1462
2010,NSW,Public health,Government,321
2010,NSW,Public health,Government,191
2010,NSW,Public health,Other,30
2010,NSW,Public hospitals,Government,5285
2010,NSW,Public hospitals,Government,6386
2010,NSW,Public hospitals,Other,232
2010,NSW,Public hospitals,Other,657
2010,NSW,Public hospitals,Other,360
2010,NSW,Research,Government,986
2010,NSW,Research,Government,175
2010,NSW,Research,Other,0
2010,NSW,Research,Other,94
2010,VIC,Administration,Government,153
2010,VIC,Administration,Other,240
2010,VIC,Aids and appliances,Government,141
2010,VIC,Aids and appliances,Other,781
2010,VIC,Aids and appliances,Other,17
2010,VIC,Aids and appliances,Other,85
2010,VIC,All other medications,Government,123
2010,VIC,All other medications,Other,2093
2010,VIC,All other medications,Other,27
2010,VIC,All other medications,Other,7
2010,VIC,Benefit,Government,2028
2010,VIC,Benefit,Other,391
2010,VIC,Capital expenditure,Government,28
2010,VIC,Capital expenditure,Government,507
2010,VIC,Capital expenditure,Other,622
2010,VIC,Community health,Government,141
2010,VIC,Community health,Government,544
2010,VIC,Community health,Other,5
2010,VIC,Community health,Other,31
2010,VIC,Community health,Other,0
2010,VIC,Dental services,Government,314
2010,VIC,Dental services,Government,142
2010,VIC,Dental services,Other,1641
2010,VIC,Dental services,Other,15
2010,VIC,Dental services,Other,223
2010,VIC,Medical expense tax rebate,Government,125
2010,VIC,Medical expense tax rebate,Other,
2010,VIC,Medical services,Government,4444
2010,VIC,Medical services,Other,648
2010,VIC,Medical services,Other,165
2010,VIC,Medical services,Other,293
2010,VIC,Other health practitioners,Government,385
2010,VIC,Other health practitioners,Other,621
2010,VIC,Other health practitioners,Other,121
2010,VIC,Other health practitioners,Other,120
2010,VIC,Patient transport services,Government,47
2010,VIC,Patient transport services,Government,359
2010,VIC,Patient transport services,Other,227
2010,VIC,Patient transport services,Other,27
2010,VIC,Patient transport services,Other,18
2010,VIC,Private hospitals,Government,871
2010,VIC,Private hospitals,Government,80
2010,VIC,Private hospitals,Other,422
2010,VIC,Private hospitals,Other,162
2010,VIC,Private hospitals,Other,1277
2010,VIC,Public health,Government,262
2010,VIC,Public health,Government,183
2010,VIC,Public health,Other,0
2010,VIC,Public hospitals,Government,3879
2010,VIC,Public hospitals,Government,5104
2010,VIC,Public hospitals,Other,396
2010,VIC,Public hospitals,Other,424
2010,VIC,Public hospitals,Other,159
2010,VIC,Research,Government,1142
2010,VIC,Research,Government,197
2010,VIC,Research,Other,101
2010,QLD,Administration,Government,126
2010,QLD,Administration,Government,138
2010,QLD,Administration,Other,198
2010,QLD,Aids and appliances,Government,122
2010,QLD,Aids and appliances,Other,492
2010,QLD,Aids and appliances,Other,7
2010,QLD,Aids and appliances,Other,86
2010,QLD,All other medications,Government,105
2010,QLD,All other medications,Other,1508
2010,QLD,All other medications,Other,6
2010,QLD,All other medications,Other,10
2010,QLD,Benefit,Government,1592
2010,QLD,Benefit,Other,307
2010,QLD,Capital expenditure,Government,23
2010,QLD,Capital expenditure,Government,1495
2010,QLD,Capital expenditure,Other,480
2010,QLD,Community health,Government,199
2010,QLD,Community health,Government,1491
2010,QLD,Community health,Other,14
2010,QLD,Community health,Other,22
2010,QLD,Community health,Other,0
2010,QLD,Dental services,Government,256
